1,1,1,0
2,1,2,0
3,1,3,0
4,1,4,1
5,1,5,1
6,1,6,0
7,1,7,1
8,1,8,0
9,1,9,0
10,1,10,1
11,1,11,0
12,1,12,0
13,1,13,0
14,1,14,0
15,1,15,0
16,1,16,0
17,1,17,0
18,1,18,1
19,1,19,0
20,1,20,0
21,2,1,0
22,2,2,0
23,2,3,1
24,2,4,1
25,2,5,1
26,2,6,1
27,2,7,1
28,2,8,1
29,2,9,1
30,2,10,0
31,2,11,0
32,2,12,0
33,2,13,0
34,2,14,0
35,2,15,0
36,2,16,1
37,2,17,1
38,2,18,0
39,2,19,0
40,2,20,0
